,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
34540,2,"1343,18",1,1,Rural,1,Phone,Discount,0
34541,10,"117,0",0,1,Urban,1,Web,Discount,0
34542,11,"82,24",1,0,Surburban,0,Phone,Buy One Get One,0
34543,9,"115,32",1,0,Urban,0,Web,Buy One Get One,0
34544,7,"98,32",1,0,Surburban,1,Phone,Discount,0
34545,12,"423,61",1,0,Rural,0,Multichannel,Buy One Get One,0
34546,11,"29,99",0,1,Urban,0,Web,Buy One Get One,1
34547,8,"80,83",0,1,Urban,1,Web,Discount,0
34548,1,"120,97",0,1,Surburban,1,Web,Discount,0
34549,10,"364,89",1,1,Urban,0,Web,Buy One Get One,0
34550,1,"33,23",1,0,Surburban,1,Phone,Discount,0
34551,7,"584,11",1,1,Surburban,1,Web,Discount,0
34552,1,"887,4",1,1,Urban,1,Web,Discount,1
34553,12,"132,98",1,0,Rural,0,Web,Buy One Get One,0
34554,3,"1332,33",1,0,Surburban,1,Web,Buy One Get One,0
34555,9,"281,56",0,1,Urban,0,Phone,Discount,0
34556,2,"257,56",0,1,Rural,0,Web,No Offer,0
34557,2,"693,98",0,1,Rural,1,Web,No Offer,1
34558,9,"386,59",0,1,Rural,1,Phone,No Offer,1
34559,2,"878,82",1,1,Urban,1,Multichannel,No Offer,1
34560,8,"224,2",1,0,Urban,0,Web,No Offer,0
34561,4,"241,9",1,1,Rural,0,Multichannel,No Offer,0
34562,9,"55,16",0,1,Rural,0,Web,No Offer,0
34563,10,"74,92",0,1,Urban,1,Web,No Offer,0
34564,7,"336,81",0,1,Surburban,0,Web,Discount,0
34565,9,"88,98",1,0,Surburban,0,Web,No Offer,1
34566,9,"226,86",1,1,Urban,0,Multichannel,No Offer,0
34567,3,"153,96",1,0,Surburban,0,Phone,Discount,0
34568,1,"88,45",0,1,Urban,0,Phone,Buy One Get One,0
34569,1,"29,99",0,1,Surburban,0,Web,Discount,0
34570,1,"29,99",1,0,Urban,1,Phone,Discount,1
34571,3,"1694,68",1,1,Rural,1,Multichannel,No Offer,1
34572,7,"663,8",1,1,Surburban,1,Web,Buy One Get One,0
34573,10,"52,86",0,1,Surburban,0,Web,Discount,0
34574,12,"72,26",1,0,Urban,1,Web,No Offer,0
34575,1,"532,98",1,0,Urban,1,Phone,Buy One Get One,0
34576,2,"269,14",0,1,Urban,0,Phone,No Offer,0
34577,4,"52,24",1,0,Urban,1,Phone,No Offer,0
34578,3,"542,88",1,0,Urban,1,Multichannel,Discount,1
34579,8,"346,85",1,0,Surburban,0,Multichannel,Buy One Get One,0
34580,1,"29,99",0,1,Surburban,0,Phone,Buy One Get One,0
34581,1,"1149,71",1,1,Surburban,1,Multichannel,Buy One Get One,0
34582,1,"29,99",0,1,Rural,1,Web,Buy One Get One,0
34583,2,"135,98",1,0,Surburban,0,Web,Discount,1
34584,10,"146,49",0,1,Surburban,1,Phone,Buy One Get One,0
34585,10,"107,2",0,1,Rural,1,Phone,Buy One Get One,0
34586,10,"253,2",1,1,Surburban,0,Web,Buy One Get One,1
34587,6,"53,67",0,1,Urban,0,Web,Discount,0
34588,5,"183,53",1,0,Surburban,1,Web,Discount,0
34589,1,"30,9",0,1,Surburban,0,Web,Buy One Get One,0
34590,10,"184,64",1,0,Surburban,0,Phone,Buy One Get One,0
34591,2,"301,33",0,1,Urban,0,Phone,Buy One Get One,0
34592,9,"98,35",1,0,Urban,0,Web,Buy One Get One,0
34593,11,"194,74",0,1,Surburban,1,Web,Buy One Get One,0
34594,2,"1725,87",0,1,Urban,1,Phone,Discount,0
34595,2,"417,13",1,0,Urban,0,Multichannel,No Offer,0
34596,7,"29,99",0,1,Surburban,1,Web,Discount,0
34597,1,"156,16",0,1,Urban,0,Web,Buy One Get One,1
34598,10,"204,81",1,0,Urban,0,Phone,No Offer,0
34599,4,"770,52",1,0,Urban,1,Web,Discount,1
34600,9,"287,48",0,1,Urban,0,Phone,No Offer,0
34601,10,"138,06",1,0,Urban,0,Web,Buy One Get One,0
34602,10,"136,7",0,1,Urban,0,Phone,Buy One Get One,0
34603,5,"241,67",1,1,Urban,1,Web,No Offer,0
34604,1,"183,75",0,1,Urban,0,Web,Discount,0
34605,2,"156,2",0,1,Surburban,0,Web,Discount,0
34606,2,"89,22",1,0,Urban,1,Web,Discount,0
34607,3,"253,07",0,1,Surburban,1,Phone,Buy One Get One,0
34608,6,"562,97",0,1,Urban,1,Web,Discount,1
34609,2,"287,06",1,0,Surburban,1,Multichannel,No Offer,0
34610,1,"61,53",0,1,Urban,0,Phone,Buy One Get One,0
34611,2,"394,58",1,0,Rural,0,Multichannel,No Offer,0
34612,9,"717,66",1,1,Urban,1,Multichannel,No Offer,0
34613,1,"72,98",0,1,Urban,0,Web,Discount,0
34614,2,"553,47",1,1,Urban,1,Web,Buy One Get One,1
34615,11,"154,05",1,0,Rural,1,Web,Discount,0
34616,4,"57,84",1,0,Urban,1,Phone,Discount,0
34617,10,"203,24",1,1,Rural,0,Phone,Discount,0
34618,5,"520,15",0,1,Urban,1,Multichannel,No Offer,0
34619,1,"96,57",0,1,Surburban,1,Web,Discount,0
34620,10,"30,17",1,0,Urban,1,Phone,No Offer,0
34621,11,"191,45",0,1,Urban,0,Web,Discount,0
34622,12,"342,71",1,1,Urban,0,Phone,Buy One Get One,0
34623,2,"809,67",1,0,Urban,1,Phone,Buy One Get One,1
34624,1,"149,7",1,0,Surburban,1,Phone,Buy One Get One,0
34625,3,"146,37",0,1,Surburban,1,Web,No Offer,0
34626,1,"596,86",1,1,Rural,1,Multichannel,Discount,1
34627,6,"449,77",0,1,Urban,0,Multichannel,No Offer,0
34628,12,"517,93",0,1,Surburban,1,Multichannel,No Offer,0
34629,6,"66,54",0,1,Rural,1,Web,Discount,0
34630,8,"117,19",1,0,Rural,1,Phone,No Offer,0
34631,5,"449,96",1,0,Surburban,0,Phone,Discount,0
34632,2,"347,67",1,0,Urban,0,Phone,No Offer,0
34633,3,"273,57",1,0,Surburban,0,Phone,Buy One Get One,0
34634,1,"395,19",1,0,Rural,1,Phone,Discount,0
34635,9,"29,99",0,1,Surburban,1,Web,Buy One Get One,1
34636,3,"264,94",0,1,Rural,0,Web,Buy One Get One,1
34637,12,"29,99",0,1,Rural,1,Phone,Discount,0
34638,6,"29,99",0,1,Urban,0,Phone,Discount,1
34639,4,"324,42",1,1,Surburban,1,Web,Discount,0
34640,10,"51,14",0,1,Urban,0,Web,Discount,0
34641,3,"456,64",1,1,Urban,0,Web,No Offer,0
34642,2,"551,98",1,1,Urban,1,Multichannel,Discount,0
34643,3,"156,18",1,0,Urban,0,Web,No Offer,0
34644,10,"311,35",0,1,Surburban,0,Phone,Buy One Get One,0
34645,6,"283,38",1,0,Urban,0,Multichannel,Buy One Get One,0
34646,9,"454,85",0,1,Surburban,0,Multichannel,Discount,0
34647,1,"1041,21",1,1,Surburban,1,Multichannel,Discount,0
34648,6,"372,89",0,1,Rural,0,Phone,Buy One Get One,0
34649,9,"199,09",1,0,Surburban,0,Web,Discount,1
34650,1,"732,19",1,1,Rural,1,Multichannel,No Offer,1
34651,10,"58,73",0,1,Surburban,1,Phone,Discount,0
34652,4,"130,84",0,1,Urban,0,Web,Discount,0
34653,3,"100,64",0,1,Surburban,0,Web,Buy One Get One,0
34654,3,"692,84",1,1,Rural,1,Phone,Discount,0
34655,5,"192,89",1,0,Surburban,0,Web,No Offer,0
34656,6,"344,38",1,0,Urban,1,Web,Buy One Get One,0
34657,8,"36,29",0,1,Surburban,1,Web,Buy One Get One,0
34658,4,"300,15",1,0,Urban,0,Web,No Offer,0
34659,12,"226,01",1,0,Surburban,0,Phone,Buy One Get One,0
34660,5,"29,99",1,0,Surburban,0,Web,Buy One Get One,0
34661,6,"29,99",0,1,Urban,0,Phone,Discount,1
34662,7,"586,55",0,1,Surburban,1,Multichannel,Discount,0
34663,12,"29,99",0,1,Surburban,1,Web,Buy One Get One,0
34664,3,"186,87",1,0,Surburban,0,Web,No Offer,0
34665,1,"174,06",0,1,Surburban,1,Web,Discount,0
34666,2,"203,95",1,0,Urban,1,Phone,Discount,1
34667,9,"524,0",0,1,Urban,1,Phone,No Offer,0
34668,10,"107,17",0,1,Rural,1,Web,Buy One Get One,0
34669,3,"250,76",0,1,Urban,0,Web,No Offer,0
34670,5,"29,99",1,0,Urban,1,Web,Buy One Get One,0
34671,2,"29,99",1,0,Surburban,1,Web,Discount,0
34672,9,"267,36",1,0,Surburban,0,Multichannel,Buy One Get One,0
34673,5,"423,12",0,1,Urban,0,Multichannel,Discount,1
34674,3,"462,03",0,1,Urban,0,Phone,Discount,1
34675,12,"52,06",1,0,Surburban,1,Phone,Buy One Get One,0
34676,4,"478,65",0,1,Rural,1,Phone,Discount,0
34677,10,"29,99",1,0,Surburban,0,Web,Buy One Get One,0
34678,1,"218,82",0,1,Urban,0,Phone,No Offer,0
34679,12,"29,99",0,1,Surburban,0,Phone,Buy One Get One,1
34680,3,"63,34",1,0,Surburban,0,Phone,Discount,1
34681,1,"143,35",1,0,Rural,1,Phone,No Offer,0
34682,3,"294,44",1,0,Rural,0,Phone,No Offer,1
34683,10,"524,93",1,1,Urban,1,Web,Discount,0
34684,12,"179,02",0,1,Urban,1,Web,Discount,0
34685,10,"194,84",1,0,Rural,1,Web,Buy One Get One,0
34686,11,"181,07",0,1,Surburban,0,Web,Buy One Get One,0
34687,4,"51,87",0,1,Urban,0,Web,Discount,0
34688,10,"69,71",0,1,Surburban,0,Phone,Buy One Get One,0
34689,6,"29,99",0,1,Surburban,0,Phone,No Offer,0
34690,1,"334,37",1,1,Urban,0,Web,Buy One Get One,0
34691,10,"274,39",1,0,Surburban,0,Web,Discount,1
34692,11,"94,87",0,1,Surburban,0,Phone,Buy One Get One,0
34693,4,"199,28",1,0,Surburban,0,Web,Discount,1
34694,1,"198,71",0,1,Surburban,1,Phone,Discount,0
34695,7,"41,05",1,0,Urban,1,Phone,Buy One Get One,0
34696,5,"46,12",1,0,Urban,1,Phone,Discount,0
34697,6,"190,25",1,0,Surburban,0,Phone,Buy One Get One,0
34698,10,"158,02",0,1,Rural,1,Web,Buy One Get One,0
34699,10,"551,53",0,1,Urban,1,Web,Discount,0
34700,3,"80,43",0,1,Surburban,1,Web,No Offer,0
34701,10,"90,83",1,0,Surburban,1,Web,Discount,0
34702,4,"182,66",1,0,Rural,1,Web,Discount,1
34703,5,"1070,62",0,1,Urban,1,Phone,Buy One Get One,1
34704,9,"29,99",0,1,Urban,1,Web,Discount,1
34705,1,"92,19",1,0,Urban,0,Phone,Buy One Get One,0
34706,1,"134,42",0,1,Urban,0,Web,No Offer,0
34707,1,"67,34",0,1,Surburban,1,Phone,No Offer,0
34708,2,"355,19",0,1,Urban,0,Multichannel,Buy One Get One,0
34709,5,"577,61",1,1,Surburban,1,Multichannel,Buy One Get One,0
34710,4,"510,84",1,0,Surburban,1,Web,No Offer,0
34711,6,"221,55",1,0,Surburban,1,Web,Buy One Get One,0
34712,5,"62,83",1,0,Urban,0,Web,Discount,0
34713,1,"31,38",0,1,Surburban,0,Web,No Offer,1
34714,9,"162,74",0,1,Urban,0,Web,Discount,0
34715,3,"244,25",1,1,Urban,1,Phone,Discount,0
34716,2,"414,73",1,0,Urban,0,Phone,Discount,1
34717,2,"29,99",0,1,Surburban,1,Web,No Offer,0
34718,1,"224,83",0,1,Surburban,1,Phone,No Offer,0
34719,4,"29,99",0,1,Surburban,1,Phone,Discount,0
34720,10,"29,99",1,0,Urban,1,Web,No Offer,0
34721,5,"29,99",0,1,Urban,0,Web,No Offer,0
34722,12,"68,21",0,1,Surburban,1,Web,Buy One Get One,0
34723,6,"67,35",0,1,Surburban,0,Web,No Offer,0
34724,2,"230,86",1,0,Surburban,0,Web,No Offer,0
34725,3,"194,21",0,1,Surburban,0,Phone,Buy One Get One,1
34726,1,"166,43",1,0,Urban,1,Web,Discount,0
34727,10,"29,99",0,1,Surburban,0,Phone,Discount,1
34728,10,"198,31",0,1,Surburban,1,Phone,No Offer,0
34729,1,"43,72",0,1,Surburban,0,Phone,No Offer,0
34730,1,"109,66",0,1,Surburban,0,Web,Buy One Get One,0
34731,11,"44,11",0,1,Surburban,0,Web,Discount,0
34732,10,"147,42",1,0,Rural,1,Web,Buy One Get One,0
34733,10,"750,89",1,1,Surburban,1,Phone,Buy One Get One,0
34734,2,"102,74",0,1,Surburban,1,Web,Discount,0
34735,5,"29,99",0,1,Surburban,1,Phone,Discount,0
34736,9,"29,99",0,1,Surburban,0,Phone,Buy One Get One,0
34737,1,"56,91",0,1,Surburban,1,Phone,Discount,0
34738,9,"305,27",1,0,Urban,0,Web,Buy One Get One,0
34739,1,"1454,8",1,1,Rural,1,Multichannel,Buy One Get One,1
34740,4,"680,39",1,0,Surburban,1,Multichannel,No Offer,1
34741,5,"129,99",1,0,Surburban,1,Phone,Discount,1
34742,10,"197,36",0,1,Urban,0,Web,Buy One Get One,0
34743,9,"443,97",0,1,Rural,0,Multichannel,Buy One Get One,0
34744,3,"185,04",0,1,Surburban,0,Phone,Buy One Get One,0
34745,12,"503,29",1,1,Urban,1,Multichannel,Buy One Get One,0
34746,6,"52,54",1,0,Rural,1,Web,Discount,0
34747,9,"295,71",0,1,Urban,0,Web,Buy One Get One,0
34748,11,"124,93",1,0,Urban,0,Web,No Offer,1
34749,4,"297,81",1,0,Surburban,0,Phone,No Offer,1
34750,8,"33,26",1,0,Urban,1,Web,No Offer,0
34751,1,"125,58",0,1,Surburban,0,Phone,Buy One Get One,0
34752,11,"109,97",1,0,Rural,1,Web,Buy One Get One,0
34753,11,"211,68",0,1,Urban,0,Multichannel,Buy One Get One,1
34754,9,"66,33",1,0,Surburban,0,Web,No Offer,0
34755,2,"166,68",1,0,Urban,1,Web,Buy One Get One,0
34756,10,"50,86",1,0,Urban,1,Phone,Buy One Get One,0
34757,5,"292,3",0,1,Urban,0,Phone,Discount,0
34758,1,"80,76",0,1,Surburban,0,Phone,Buy One Get One,0
34759,9,"67,79",1,0,Surburban,0,Web,No Offer,1
34760,10,"89,35",0,1,Surburban,0,Phone,Discount,0
34761,1,"360,1",0,1,Surburban,0,Phone,Discount,0
34762,1,"167,28",1,0,Urban,1,Web,Discount,0
34763,1,"506,56",1,1,Surburban,1,Phone,No Offer,0
34764,2,"365,85",1,0,Surburban,0,Multichannel,Discount,0
34765,10,"131,86",1,0,Urban,0,Web,Discount,0
34766,2,"405,79",0,1,Surburban,0,Multichannel,Discount,0
34767,11,"302,67",1,0,Surburban,1,Phone,Discount,0
34768,10,"226,97",0,1,Urban,0,Web,No Offer,0
34769,1,"359,86",1,0,Urban,0,Web,Buy One Get One,0
34770,10,"29,99",1,0,Surburban,1,Phone,Discount,0
34771,2,"63,91",0,1,Rural,1,Phone,No Offer,0
34772,1,"216,96",0,1,Rural,0,Phone,Buy One Get One,0
34773,5,"73,98",0,1,Urban,0,Web,Buy One Get One,0
34774,5,"106,17",1,0,Surburban,1,Phone,Discount,0
34775,10,"91,01",1,0,Urban,0,Phone,Discount,0
34776,6,"106,0",0,1,Urban,1,Phone,No Offer,0
34777,8,"66,73",0,1,Surburban,0,Phone,Discount,0
34778,10,"29,99",1,0,Surburban,1,Web,No Offer,0
34779,1,"238,34",0,1,Surburban,0,Web,No Offer,0
34780,5,"189,68",1,0,Surburban,0,Phone,No Offer,1
34781,12,"116,72",1,0,Surburban,0,Web,No Offer,1
34782,2,"273,63",1,0,Urban,1,Web,Discount,0
34783,4,"1017,67",1,0,Surburban,1,Multichannel,Buy One Get One,1
34784,8,"138,18",1,0,Urban,1,Phone,No Offer,0
34785,1,"82,06",1,0,Surburban,1,Web,No Offer,0
34786,3,"352,32",1,0,Surburban,0,Phone,Discount,1
34787,9,"140,72",1,0,Surburban,0,Web,No Offer,0
34788,1,"364,86",1,0,Surburban,1,Web,Discount,0
34789,2,"199,49",0,1,Urban,1,Phone,Buy One Get One,0
34790,1,"270,9",1,1,Surburban,0,Web,No Offer,0
34791,9,"288,69",1,1,Rural,1,Phone,Buy One Get One,0
34792,2,"1204,72",1,0,Surburban,1,Multichannel,No Offer,0
34793,1,"1009,75",1,1,Surburban,1,Multichannel,Buy One Get One,1
34794,6,"185,58",1,0,Surburban,0,Web,No Offer,0
34795,6,"128,76",1,0,Urban,0,Web,Discount,1
34796,5,"62,95",0,1,Surburban,0,Web,Discount,1
34797,5,"41,52",0,1,Urban,0,Web,No Offer,1
34798,8,"712,12",1,1,Urban,1,Web,Discount,0
34799,4,"50,84",0,1,Surburban,0,Phone,No Offer,0
34800,2,"550,76",1,1,Rural,1,Web,Buy One Get One,0
34801,5,"167,99",0,1,Surburban,0,Web,No Offer,0
34802,7,"228,88",1,0,Urban,0,Phone,Buy One Get One,0
34803,2,"537,84",1,0,Urban,1,Web,Buy One Get One,0
34804,8,"101,12",1,0,Surburban,1,Web,Discount,0
34805,4,"362,75",1,0,Surburban,0,Phone,No Offer,0
34806,12,"102,36",1,0,Surburban,1,Phone,Buy One Get One,0
34807,3,"318,76",0,1,Urban,0,Web,Buy One Get One,1
34808,3,"93,84",1,0,Surburban,0,Phone,Buy One Get One,0
34809,10,"637,56",0,1,Surburban,1,Phone,No Offer,0
34810,10,"54,46",0,1,Rural,0,Phone,Discount,0
34811,9,"74,06",0,1,Surburban,1,Web,No Offer,0
34812,1,"186,6",1,0,Surburban,1,Phone,No Offer,0
34813,9,"226,48",0,1,Surburban,0,Web,Discount,0
34814,9,"29,99",1,0,Surburban,0,Web,No Offer,1
34815,3,"196,65",0,1,Surburban,0,Phone,Buy One Get One,0
34816,3,"90,13",0,1,Urban,0,Web,Discount,0
34817,10,"570,1",0,1,Urban,1,Multichannel,No Offer,0
34818,4,"82,57",1,0,Surburban,0,Web,No Offer,0
34819,8,"223,18",1,0,Rural,0,Multichannel,No Offer,0
34820,11,"279,39",0,1,Rural,0,Phone,Buy One Get One,1
34821,12,"178,15",1,0,Surburban,0,Phone,Buy One Get One,0
34822,2,"124,01",1,0,Rural,0,Phone,Buy One Get One,0
34823,4,"350,18",1,1,Urban,0,Phone,Buy One Get One,0
34824,10,"324,9",0,1,Surburban,0,Web,Buy One Get One,0
34825,10,"114,3",1,0,Urban,1,Phone,No Offer,0
34826,2,"112,03",1,0,Urban,1,Web,Discount,0
34827,1,"625,36",1,1,Surburban,1,Multichannel,Discount,0
34828,1,"80,91",0,1,Urban,0,Web,No Offer,0
34829,2,"274,39",0,1,Surburban,0,Web,Buy One Get One,0
34830,11,"160,47",0,1,Surburban,0,Web,Buy One Get One,0
34831,11,"29,99",1,0,Surburban,1,Phone,Discount,0
34832,12,"29,99",0,1,Surburban,0,Web,Buy One Get One,0
34833,11,"520,72",0,1,Surburban,1,Multichannel,Buy One Get One,1
34834,1,"33,63",0,1,Surburban,0,Web,Discount,0
34835,2,"29,99",1,0,Urban,0,Phone,Buy One Get One,0
34836,6,"29,99",1,0,Surburban,0,Phone,Discount,0
34837,4,"119,09",1,0,Surburban,0,Web,Buy One Get One,0
34838,6,"165,94",0,1,Urban,0,Phone,Buy One Get One,0
34839,5,"269,75",0,1,Surburban,0,Phone,No Offer,0
34840,6,"29,99",1,0,Surburban,1,Phone,Discount,0
34841,2,"351,72",1,1,Urban,0,Web,Discount,1
34842,5,"189,96",1,0,Surburban,1,Web,Buy One Get One,1
34843,2,"29,99",1,0,Surburban,0,Web,No Offer,0
34844,1,"922,76",0,1,Rural,1,Phone,No Offer,0
34845,5,"131,69",1,0,Surburban,0,Web,Discount,0
34846,4,"120,82",1,0,Urban,0,Phone,No Offer,0
34847,9,"142,29",1,0,Surburban,1,Web,No Offer,0
34848,10,"575,04",1,0,Urban,1,Multichannel,Buy One Get One,0
34849,3,"604,45",1,0,Surburban,1,Multichannel,Discount,0
34850,2,"857,8",0,1,Surburban,1,Multichannel,No Offer,1
34851,3,"160,37",1,0,Surburban,0,Web,No Offer,0
34852,10,"75,58",0,1,Surburban,1,Phone,Buy One Get One,0
34853,1,"117,62",1,0,Rural,0,Phone,Discount,1
34854,6,"258,54",1,0,Urban,0,Phone,No Offer,0
34855,2,"181,58",1,0,Surburban,0,Phone,Discount,0
34856,2,"117,51",1,0,Rural,1,Web,Buy One Get One,0
34857,2,"196,01",1,0,Urban,1,Phone,No Offer,0
34858,2,"417,54",1,0,Surburban,0,Web,Discount,0
34859,4,"247,92",1,0,Urban,0,Web,Discount,1
34860,11,"272,6",1,0,Urban,0,Multichannel,Buy One Get One,0
34861,1,"296,27",1,0,Surburban,1,Web,Buy One Get One,0
34862,1,"29,99",1,0,Urban,1,Phone,Discount,0
34863,4,"81,44",1,0,Surburban,0,Web,No Offer,0
34864,1,"995,55",1,1,Surburban,1,Multichannel,No Offer,0
34865,2,"251,67",0,1,Surburban,0,Multichannel,Buy One Get One,0
34866,1,"365,79",1,0,Urban,0,Phone,Discount,1
34867,1,"29,99",1,0,Rural,0,Web,No Offer,0
34868,3,"297,74",0,1,Urban,0,Phone,Buy One Get One,0
34869,1,"713,0",1,0,Surburban,1,Phone,Discount,0
34870,1,"304,18",1,0,Urban,1,Phone,No Offer,0
34871,9,"259,77",0,1,Surburban,0,Web,Discount,0
34872,7,"168,95",1,0,Urban,1,Phone,No Offer,0
34873,2,"140,15",1,0,Urban,0,Phone,No Offer,1
34874,6,"109,89",1,0,Surburban,1,Web,Buy One Get One,0
34875,10,"156,08",0,1,Rural,0,Web,Discount,0
34876,8,"132,44",0,1,Urban,1,Web,Buy One Get One,1
34877,10,"248,41",1,1,Surburban,0,Multichannel,Discount,1
34878,3,"247,64",0,1,Urban,1,Web,No Offer,0
34879,12,"29,99",0,1,Surburban,0,Web,Discount,0
34880,7,"110,47",0,1,Urban,1,Phone,Buy One Get One,0
34881,10,"214,0",1,0,Urban,0,Multichannel,Buy One Get One,0
34882,2,"195,76",1,0,Urban,0,Phone,No Offer,0
34883,4,"36,01",1,0,Urban,0,Phone,Discount,0
34884,8,"29,99",0,1,Urban,0,Phone,Discount,0
34885,3,"184,13",1,0,Rural,0,Web,No Offer,1
34886,3,"767,04",0,1,Urban,1,Phone,Buy One Get One,0
34887,4,"1137,38",0,1,Urban,1,Multichannel,Discount,0
34888,5,"53,12",0,1,Rural,1,Phone,No Offer,0
34889,9,"112,51",0,1,Surburban,0,Phone,No Offer,0
34890,10,"320,55",0,1,Surburban,0,Multichannel,Buy One Get One,0
34891,2,"100,99",0,1,Surburban,1,Web,Discount,0
34892,1,"80,53",1,0,Surburban,0,Phone,No Offer,0
34893,1,"237,44",1,0,Rural,1,Phone,Discount,0
34894,1,"875,48",0,1,Surburban,1,Multichannel,Buy One Get One,0
34895,3,"381,4",0,1,Urban,0,Web,No Offer,0
34896,12,"280,14",1,0,Urban,0,Web,Discount,0
34897,2,"29,99",0,1,Urban,0,Web,Discount,0
34898,1,"148,29",0,1,Urban,1,Web,Discount,0
34899,8,"945,07",1,1,Surburban,1,Web,Buy One Get One,0
34900,2,"260,17",0,1,Surburban,0,Multichannel,No Offer,1
34901,11,"29,99",1,0,Surburban,0,Web,No Offer,0
34902,5,"796,23",0,1,Surburban,1,Web,No Offer,0
34903,12,"34,15",0,1,Surburban,1,Phone,Discount,0
34904,12,"40,29",1,0,Surburban,0,Phone,No Offer,0
34905,3,"105,49",1,0,Urban,0,Phone,No Offer,0
34906,5,"417,55",0,1,Rural,1,Phone,Buy One Get One,0
34907,10,"212,53",1,0,Surburban,1,Web,No Offer,0
34908,9,"29,99",1,0,Urban,1,Phone,Discount,1
34909,1,"777,4",1,1,Urban,1,Web,Buy One Get One,1
34910,11,"29,99",0,1,Urban,0,Web,No Offer,0
34911,6,"781,81",1,0,Surburban,1,Multichannel,Discount,0
34912,7,"114,86",1,0,Surburban,1,Phone,No Offer,0
34913,10,"147,08",0,1,Rural,0,Phone,Discount,1
34914,10,"29,99",1,0,Surburban,1,Phone,Buy One Get One,0
34915,6,"224,77",1,0,Surburban,1,Phone,No Offer,0
34916,2,"434,43",0,1,Urban,0,Phone,Buy One Get One,0
34917,1,"99,67",1,0,Surburban,1,Phone,Discount,0
34918,1,"289,66",1,0,Urban,1,Web,No Offer,0
34919,2,"586,45",1,1,Urban,1,Web,Discount,0
34920,1,"175,43",1,0,Urban,0,Phone,Discount,0
34921,9,"29,99",0,1,Surburban,1,Web,Discount,0
34922,9,"285,38",1,0,Rural,0,Multichannel,No Offer,0
34923,10,"182,5",0,1,Rural,0,Web,No Offer,0
34924,11,"89,84",0,1,Surburban,0,Phone,No Offer,0
34925,2,"129,66",0,1,Urban,1,Phone,No Offer,0
34926,2,"783,28",1,1,Surburban,1,Web,Discount,0
34927,7,"199,9",1,0,Surburban,1,Web,Buy One Get One,0
34928,2,"291,9",0,1,Rural,0,Multichannel,Discount,0
34929,3,"67,46",1,0,Urban,0,Phone,Buy One Get One,0
34930,11,"98,65",0,1,Surburban,1,Phone,Buy One Get One,0
34931,6,"29,99",1,0,Urban,0,Web,No Offer,0
34932,4,"29,99",0,1,Urban,0,Phone,No Offer,0
34933,2,"58,84",1,0,Surburban,0,Phone,No Offer,0
34934,11,"29,99",1,0,Urban,1,Web,Buy One Get One,0
34935,2,"414,76",0,1,Urban,1,Phone,Buy One Get One,0
34936,12,"96,36",0,1,Urban,0,Web,Buy One Get One,1
34937,9,"50,33",0,1,Surburban,1,Web,No Offer,0
34938,1,"379,97",1,0,Surburban,1,Multichannel,Buy One Get One,0
34939,3,"510,25",0,1,Urban,1,Web,Buy One Get One,0
34940,12,"182,03",1,0,Rural,0,Web,No Offer,0
34941,9,"389,11",0,1,Urban,0,Phone,Discount,1
34942,1,"1364,92",1,1,Urban,1,Web,No Offer,0
34943,3,"183,09",0,1,Urban,0,Phone,Discount,0
34944,4,"154,89",1,0,Surburban,0,Web,Discount,0
34945,4,"29,99",1,0,Surburban,1,Phone,Discount,0
34946,8,"960,01",1,1,Urban,1,Multichannel,Buy One Get One,1
34947,6,"259,57",0,1,Urban,0,Web,No Offer,0
34948,1,"422,03",0,1,Surburban,0,Web,No Offer,0
34949,10,"342,95",0,1,Urban,0,Phone,No Offer,0
34950,4,"115,43",1,0,Urban,1,Phone,Discount,0
34951,10,"478,01",1,0,Surburban,0,Web,No Offer,0
34952,2,"82,38",1,0,Rural,1,Web,No Offer,1
34953,8,"87,66",0,1,Rural,0,Phone,Discount,1
34954,3,"52,44",1,0,Surburban,1,Phone,No Offer,1
34955,10,"163,69",0,1,Urban,0,Phone,Buy One Get One,0
34956,7,"444,73",0,1,Rural,0,Web,No Offer,0
34957,9,"131,52",1,0,Rural,1,Web,Buy One Get One,0
34958,1,"29,99",1,0,Surburban,1,Web,Discount,0
34959,10,"29,99",0,1,Urban,1,Phone,Discount,0
34960,3,"708,08",0,1,Rural,1,Multichannel,Buy One Get One,0
34961,10,"417,39",0,1,Urban,0,Phone,Buy One Get One,0
34962,10,"62,4",1,0,Surburban,1,Web,Discount,0
34963,11,"189,48",1,0,Urban,0,Web,No Offer,0
34964,10,"32,13",0,1,Urban,1,Web,Discount,0
34965,8,"465,76",0,1,Urban,0,Multichannel,Buy One Get One,1
34966,9,"29,99",1,0,Urban,0,Phone,Buy One Get One,0
34967,6,"29,99",1,0,Urban,0,Web,No Offer,0
34968,7,"310,07",0,1,Urban,0,Multichannel,Discount,0
34969,1,"45,9",1,0,Urban,1,Web,Discount,0
34970,1,"162,56",0,1,Rural,1,Web,Buy One Get One,0
34971,3,"102,18",1,0,Urban,1,Web,Discount,0
34972,2,"414,3",0,1,Surburban,0,Phone,Buy One Get One,0
34973,8,"339,03",0,1,Rural,1,Multichannel,Buy One Get One,0
34974,5,"29,99",1,0,Urban,1,Web,Discount,0
34975,11,"183,6",0,1,Urban,1,Web,Buy One Get One,0
34976,1,"194,49",1,0,Surburban,1,Web,Discount,0
